all_cc_inx,VAdjMat,MDEC.12,nAtomLAC,nAtomLC,khs.ssCH2,Kier1,Kier2,FMF,VP.1,C2SP3,nAtom,nAcid,mz
all-cc-2495,-2.589216662,-0.928406444,-1.201313593,-1.059297398,-0.660314429,-1.106705217,-0.820302087,-1.370023998,-1.173336614,-0.666328122,-1.106914125,0.50232874,-1.158982048
all-cc-2496,-2.06772427,-0.928406444,-1.201313593,-0.974729764,-0.745038411,-0.982090883,-0.757383947,-1.370023998,-1.154245654,-0.666328122,-1.011293539,0.50232874,-1.115247441
all-cc-2497,-2.06772427,-0.928406444,-1.037517843,-0.974729764,-0.660314429,-0.982090883,-0.757383947,-1.370023998,-1.188377578,-0.581027083,-1.035198685,0.50232874,-1.110911447
all-cc-2499,-1.663223345,-0.462409075,-1.037517843,-0.805594497,-0.660314429,-0.857476549,-0.632467216,-1.370023998,-1.055996906,-0.751629162,-0.915672953,0.50232874,-1.001905301
all-cc-2500,-0.701333041,-0.561025717,-0.873722093,-0.63645923,-0.490866464,-0.604582754,-0.49963666,-0.457617179,-0.760277819,-0.495726044,-0.652716341,0.50232874,-0.735858025
all-cc-2501,-1.332722024,-0.928406444,-0.546130593,-0.805594497,-0.660314429,-0.914591452,-0.686398356,0.181067594,-0.979971288,-0.581027083,-0.891767806,0.50232874,-0.967029621
all-cc-2502,-1.490450905,-0.928406444,-0.873722093,-0.721026864,-0.490866464,-0.795169382,-0.567710109,-1.370023998,-0.997904579,-0.495726044,-0.820052367,0.50232874,-0.927676958
all-cc-2504,-1.663223345,-0.928406444,-1.201313593,-0.805594497,-0.575590446,-0.857476549,-0.632467216,-1.370023998,-0.943357849,-0.666328122,-0.963483246,1.675768677,-0.906270109
all-cc-2505,-1.663223345,-0.689189002,-1.037517843,-0.890162131,-0.575590446,-0.857476549,-0.741803932,-1.370023998,-0.905955523,-0.581027083,-0.891767806,0.50232874,-0.901775604
all-cc-2506,-1.18762552,-0.928406444,-0.546130593,-0.721026864,-0.660314429,-0.85268369,-0.676483223,0.061752857,-0.96023275,-0.581027083,-0.86786266,0.50232874,-0.897344722
all-cc-2510,-0.499710041,-0.668967942,-0.382334844,-0.63645923,-0.660314429,-0.645010836,-0.572912354,0.181067594,-0.700189786,-0.581027083,-0.676621488,0.50232874,-0.614047022
all-cc-2511,-0.499710041,-0.928406444,-0.709926343,-0.467323963,-0.490866464,-0.480354223,-0.382908498,-0.390387203,-0.669927382,-0.410425005,-0.604906048,0.50232874,-0.535577698
all-cc-2512,-1.663223345,-0.662216144,-1.037517843,-0.805594497,-0.575590446,-0.857476549,-0.554131247,-1.370023998,-0.861465085,-0.581027083,-0.915672953,0.50232874,-0.914892991
all-cc-2513,-0.701333041,-0.561025717,-0.873722093,-0.63645923,-0.490866464,-0.604582754,-0.49963666,-0.457617179,-0.760277819,-0.495726044,-0.652716341,0.50232874,-0.64008949
all-cc-2514,-2.309781777,-0.928406444,-1.037517843,-1.059297398,-0.745038411,-1.04439805,-0.816647147,-1.370023998,-1.154066678,-0.666328122,-0.987388392,0.50232874,-1.271919315
all-cc-2516,-2.06772427,-0.781916277,-1.365109343,-1.059297398,-0.660314429,-1.161223988,-0.891997687,0.568840493,-1.189790781,-0.751629162,-1.083008978,-0.671111197,-1.19366779
all-cc-2518,-2.309781777,-0.514069681,-0.873722093,-0.974729764,-0.575590446,-1.04439805,-0.756101811,-1.370023998,-1.168068082,-0.581027083,-1.059103832,0.50232874,-1.180645155
all-cc-2519,-2.06772427,-0.659362738,-1.037517843,-0.805594497,-0.406142482,-0.982090883,-0.595834744,-1.370023998,-1.054389114,-0.581027083,-0.891767806,-0.671111197,-1.119375985
all-cc-2520,-2.06772427,-0.928406444,-1.201313593,-0.890162131,-0.575590446,-0.982090883,-0.690016378,-1.370023998,-1.177604146,-0.666328122,-1.035198685,0.50232874,-1.110911447
all-cc-2521,-2.309781777,-0.928406444,-1.365109343,-1.059297398,-0.745038411,-1.04439805,-0.85995487,-1.370023998,-1.224799509,-0.751629162,-1.130819271,1.675768677,-1.076345588
all-cc-2522,-1.854214417,-0.70389285,-1.037517843,-0.805594497,-0.490866464,-0.919783716,-0.622576449,-1.370023998,-1.073050782,-0.581027083,-0.939578099,0.50232874,-1.054188482
all-cc-2523,-1.663223345,-0.671402535,-0.546130593,-0.805594497,-0.490866464,-0.857476549,-0.632467216,-1.370023998,-1.049352418,-0.495726044,-0.939578099,0.50232874,-0.997618246
all-cc-2524,-1.663223345,-0.928406444,-0.709926343,-0.805594497,-0.490866464,-0.857476549,-0.632467216,-1.370023998,-1.050957595,-0.410425005,-0.915672953,1.675768677,-0.984500692
all-cc-2525,-1.490450905,-0.928406444,-0.873722093,-0.890162131,-0.660314429,-0.795169382,-0.633401718,-1.370023998,-1.1129293,-0.666328122,-1.011293539,2.849208614,-0.928091858
all-cc-2526,-1.490450905,-0.928406444,-0.873722093,-0.890162131,-0.660314429,-0.795169382,-0.633401718,-1.370023998,-1.1129293,-0.666328122,-1.011293539,2.849208614,-0.928091858
all-cc-2527,-1.332722024,-0.928406444,-0.873722093,-0.890162131,-0.660314429,-0.732862215,-0.629032922,-1.370023998,-1.054690258,-0.581027083,-0.939578099,2.849208614,-0.849628291
all-cc-2530,-0.499710041,-0.928406444,-0.873722093,-0.38275633,-0.406142482,-0.296712046,-0.261563433,-1.370023998,-0.681016115,-0.325123965,-0.533190609,2.849208614,-0.422255995
all-cc-2531,-0.499710041,-0.928406444,-0.873722093,-0.38275633,-0.406142482,-0.296712046,-0.261563433,-1.370023998,-0.602709803,-0.410425005,-0.557095755,1.675768677,-0.348358493
all-cc-2532,0.203207497,-0.928406444,-0.873722093,-0.467323963,-0.236694517,-0.251412193,-0.350949917,0.769412681,-0.259756245,-0.069220847,-0.294139144,-0.671111197,-0.108366764
all-cc-2534,-1.05328714,-0.928406444,-0.546130593,-0.721026864,-0.660314429,-0.79071887,-0.664660158,-0.040516919,-0.939614797,-0.581027083,-0.843957513,0.50232874,-0.827660325
all-cc-2535,0.938209743,-0.240954385,1.583214155,0.632055273,0.271649377,1.136352795,1.024478122,-1.370023998,0.745236051,0.442585388,0.709877009,2.849208614,1.038025427
all-cc-2569,-2.06772427,-0.444706568,-0.709926343,-0.890162131,-0.490866464,-0.982090883,-0.690016378,-1.370023998,-1.061860507,-0.410425005,-0.915672953,0.50232874,-1.210857465
all-cc-2599,-2.06772427,-0.928406444,-1.037517843,-0.974729764,-0.575590446,-1.161223988,-0.816647147,0.568840493,-1.144104626,-0.666328122,-1.035198685,-0.671111197,-1.298056735
all-cc-2600,-1.854214417,-0.050952999,-1.365109343,-0.890162131,-0.575590446,-0.919783716,-0.751522752,-1.370023998,-0.892366029,-0.751629162,-0.820052367,-0.671111197,-1.149795497
all-cc-2601,-2.589216662,-0.210754119,-1.365109343,-1.059297398,-0.660314429,-1.106705217,-0.872867816,-1.370023998,-1.047136179,-0.751629162,-0.987388392,-0.671111197,-1.341604038
all-cc-2602,-1.18762552,-0.928406444,-1.037517843,-0.298188696,0.102201412,-0.670555048,-0.092138249,-1.370023998,-0.68475609,-0.410425005,-0.485380316,-0.671111197,-0.901004925
all-cc-2603,-1.854214417,-0.928406444,-1.037517843,-0.63645923,-0.151970535,-0.919783716,-0.385198028,-1.370023998,-0.93567345,-0.495726044,-0.748336927,-0.671111197,-1.149588118
all-cc-2604,-0.318284895,-0.259314429,1.255622655,0.124649472,0.441097342,-0.172097712,0.118792774,-1.370023998,-0.15186289,0.613187467,0.01662776,-0.671111197,-0.399648709
all-cc-2608,-0.406728708,-0.249923014,1.255622655,0.124649472,0.356373359,-0.234404879,0.154902506,-1.370023998,-0.214311323,0.442585388,-0.055087679,-0.671111197,-0.478115325
all-cc-2609,-0.406728708,-0.249923014,1.255622655,0.124649472,0.525821324,-0.234404879,0.154902506,-1.370023998,-0.165316661,0.613187467,-0.007277386,-0.671111197,-0.469333543
all-cc-2612,-1.663223345,-0.306901299,-1.037517843,-0.890162131,-0.575590446,-0.857476549,-0.741803932,-1.370023998,-0.901853906,-0.581027083,-0.820052367,0.50232874,-1.080110663
all-cc-2613,-0.9282211,-0.928406444,-0.709926343,-0.551891597,-0.575590446,-0.728708404,-0.509567533,-0.129150724,-0.848408,-0.666328122,-0.724431781,-0.671111197,-0.888296458
all-cc-2614,-2.06772427,-0.928406444,-1.692700842,-0.974729764,-0.745038411,-0.982090883,-0.757383947,-1.370023998,-1.175405141,-0.751629162,-0.963483246,-0.671111197,-1.219541324
all-cc-2616,-0.499710041,-0.928406444,-0.382334844,-0.38275633,-0.151970535,-0.480354223,-0.324120824,-0.390387203,-0.437069764,-0.495726044,-0.533190609,0.50232874,-0.461573405
all-cc-2617,-1.18762552,-0.03996015,-1.037517843,-0.63645923,-0.236694517,-0.670555048,-0.344827548,-1.370023998,-0.723940674,-0.410425005,-0.533190609,-0.671111197,-0.892430522
all-cc-2618,-0.076227387,-0.928406444,-0.218539094,-0.551891597,0.271649377,-0.493369042,-0.443581031,1.591150861,-0.161347782,0.016080192,-0.174613412,-0.671111197,-0.469584053
all-cc-2619,-1.05328714,-0.928406444,-1.201313593,-0.805594497,-0.151970535,-0.79071887,-0.621273961,-0.040516919,-0.636065274,-0.666328122,-0.748336927,-0.671111197,-0.64914855
all-cc-2620,-1.05328714,-0.928406444,-0.546130593,-0.63645923,0.01747743,-0.79071887,-0.508832622,0.402652108,-0.708985226,-0.325123965,-0.581000902,-0.671111197,-0.918568053
all-cc-2621,-0.153376842,-0.928406444,-0.218539094,-0.63645923,0.186925395,-0.553478821,-0.494142467,1.584436178,-0.234839775,-0.069220847,-0.246328851,-0.671111197,-0.530646124
all-cc-2622,-1.663223345,-0.531608492,-0.546130593,-0.805594497,-0.575590446,-1.038167334,-0.695817174,0.491285913,-1.015929023,-0.666328122,-0.915672953,-0.671111197,-1.189050588
all-cc-2623,-0.318284895,0.1070625,-0.709926343,-0.213621063,-0.406142482,-0.356052205,-0.262078239,-0.631408954,-0.379442976,-0.751629162,-0.413664877,-0.671111197,-0.413379692
all-cc-2624,-0.153376842,-0.297439144,-0.873722093,-0.63645923,-0.490866464,-0.553478821,-0.494142467,1.43671317,-0.479564422,-0.751629162,-0.485380316,-0.671111197,-0.557100386
all-cc-2625,0.803871362,-0.928406444,-0.873722093,-0.298188696,0.779993271,0.263683776,0.051682139,0.525754615,0.417227629,-0.239822926,0.375204958,-0.671111197,0.415158341
all-cc-2626,-0.9282211,0.330904991,-1.365109343,-0.63645923,-0.406142482,-0.545940714,-0.379770995,-1.370023998,-0.358719167,-0.751629162,-0.581000902,-0.671111197,-0.492193971
all-cc-2628,0.068869117,-0.928406444,-0.218539094,-0.551891597,0.01747743,-0.516814879,-0.525359379,1.597281657,-0.139325184,-0.239822926,-0.198518558,-0.671111197,-0.426085545
all-cc-2629,-2.309781777,-0.44997156,-1.365109343,-0.890162131,-0.406142482,-1.04439805,-0.667791386,-1.370023998,-0.985701917,-0.751629162,-0.987388392,-0.671111197,-1.106591937
all-cc-2630,-0.9282211,-0.928406444,-1.692700842,-0.890162131,-0.745038411,-0.728708404,-0.651510287,-0.129150724,-0.836879723,-0.751629162,-0.652716341,-0.671111197,-0.866397116
all-cc-2631,-0.597719779,-0.477126103,-0.054743344,-0.721026864,-0.406142482,-0.705939365,-0.545993114,1.002233732,-0.617491741,-0.410425005,-0.581000902,-0.671111197,-0.766270341
all-cc-2632,-1.18762552,-0.928406444,-0.873722093,-1.059297398,-0.236694517,-1.137305779,-0.910014265,1.450142534,-0.788694379,-0.239822926,-0.772242074,-0.671111197,-1.123542949
all-cc-2633,-1.854214417,-0.526092265,-1.037517843,-0.974729764,-0.575590446,-1.099782199,-0.807228329,0.353411105,-1.086730287,-0.666328122,-0.963483246,-0.671111197,-1.236994696
all-cc-2634,-1.854214417,-0.536550927,-1.037517843,-0.890162131,-0.575590446,-1.099782199,-0.807228329,0.353411105,-1.086730287,-0.666328122,-0.963483246,-0.671111197,-1.236994696
all-cc-2636,-1.663223345,-0.928406444,-0.873722093,-0.890162131,-0.575590446,-1.038167334,-0.751522752,0.181067594,-1.062115578,-0.581027083,-0.939578099,-0.671111197,-1.167309796
all-cc-2638,-2.06772427,-0.928406444,-1.201313593,-0.721026864,-0.236694517,-0.982090883,-0.458462972,-1.370023998,-1.009165443,-0.581027083,-0.820052367,-0.671111197,-1.210652847
all-cc-2639,-2.589216662,-0.928406444,-1.365109343,-0.890162131,-0.406142482,-1.106705217,-0.604992862,-1.370023998,-1.183200516,-0.751629162,-1.011293539,-0.671111197,-1.324202474
all-cc-2676,-0.811229632,-0.928406444,-0.709926343,-0.805594497,-0.660314429,-0.66666085,-0.670626042,-0.206705304,-0.838045756,-0.410425005,-0.748336927,1.675768677,-0.553358668
all-cc-2678,-1.18762552,-0.928406444,-0.873722093,-0.805594497,-0.575590446,-0.85268369,-0.749899152,-0.176876619,-0.941663176,-0.495726044,-0.86786266,1.675768677,-0.753790407
all-cc-2679,-0.406728708,-0.928406444,-0.709926343,-0.551891597,-0.575590446,-0.418211022,-0.604134288,-0.594478202,-0.678846116,-0.410425005,-0.628811195,4.022648551,-0.204970223
all-cc-2681,-0.811229632,-0.928406444,-0.709926343,-0.721026864,-0.575590446,-0.66666085,-0.69994423,-0.400591753,-0.843577568,-0.410425005,-0.748336927,1.675768677,-0.553358668
all-cc-2682,-0.811229632,-0.928406444,-0.709926343,-0.721026864,-0.660314429,-0.66666085,-0.670626042,-0.206705304,-0.838788908,-0.410425005,-0.748336927,1.675768677,-0.553358668
all-cc-2683,-0.9282211,-0.886552111,-0.709926343,-0.721026864,-0.660314429,-0.728708404,-0.651510287,-0.129150724,-0.85879987,-0.410425005,-0.724431781,-0.671111197,-0.723007337
all-cc-2684,-1.332722024,-0.928406444,-0.709926343,-0.890162131,-0.660314429,-0.914591452,-0.765719419,0.181067594,-1.00352036,-0.410425005,-0.86786266,-0.671111197,-0.901747112
all-cc-2685,-1.332722024,-0.85516136,-0.873722093,-0.805594497,-0.660314429,-0.732862215,-0.676483223,-1.370023998,-0.985038418,-0.581027083,-0.86786266,1.675768677,-0.753790407
all-cc-2686,-0.002227783,-0.928406444,-0.873722093,-0.298188696,-0.575590446,-0.277172519,-0.479772721,0.051809962,-0.476315979,-0.495726044,-0.509285463,2.849208614,-8.68E-05
all-cc-2687,-1.05328714,-0.928406444,-1.201313593,-0.805594497,-0.660314429,-0.608247881,-0.651510287,-1.370023998,-0.947134953,-0.666328122,-0.891767806,5.196088487,-0.527525234
all-cc-2689,-0.811229632,-0.928406444,-0.709926343,-0.805594497,-0.660314429,-0.66666085,-0.670626042,-0.206705304,-0.838045756,-0.410425005,-0.748336927,1.675768677,-0.553358668
all-cc-2691,-1.332722024,-0.928406444,-0.709926343,-0.805594497,-0.745038411,-0.732862215,-0.629032922,-1.370023998,-1.039350976,-0.410425005,-0.891767806,0.50232874,-0.840843625
all-cc-2693,-1.490450905,-0.928406444,-0.709926343,-0.805594497,-0.575590446,-0.795169382,-0.633401718,-1.370023998,-1.037868995,-0.495726044,-0.86786266,-0.671111197,-0.901747112
all-cc-2694,0.328273537,-0.858370748,-0.709926343,-0.467323963,-0.575590446,0.031162113,-0.235775579,0.020609843,-0.237759692,-0.069220847,-0.126803119,0.50232874,0.074601373
all-cc-2695,-0.811229632,-0.928406444,-0.709926343,-0.721026864,-0.575590446,-0.66666085,-0.69994423,-0.400591753,-0.843577568,-0.410425005,-0.748336927,1.675768677,-0.649127202
all-cc-2696,-1.663223345,-0.928406444,-0.873722093,-0.974729764,-0.745038411,-1.038167334,-0.79487479,0.491285913,-1.128807248,-0.751629162,-1.059103832,-0.671111197,-1.180634768
all-cc-2698,-0.811229632,-0.928406444,-0.709926343,-0.805594497,-0.660314429,-0.66666085,-0.670626042,-0.206705304,-0.838045756,-0.410425005,-0.748336927,1.675768677,-0.553358668
all-cc-2699,-0.811229632,-0.928406444,-0.709926343,-0.805594497,-0.575590446,-0.66666085,-0.69994423,-0.400591753,-0.842391411,-0.410425005,-0.748336927,1.675768677,-0.553358668
all-cc-2700,-0.153376842,-0.928406444,-0.709926343,-0.63645923,-0.745038411,-0.400125454,-0.47945348,0.463084248,-0.609803359,-0.410425005,-0.581000902,1.675768677,-0.3179488
all-cc-2701,-0.811229632,-0.928406444,-0.382334844,-0.721026864,-0.660314429,-0.66666085,-0.599543403,-0.206705304,-0.862422401,-0.581027083,-0.772242074,0.50232874,-0.884216699
all-cc-2702,-1.490450905,-0.928406444,-0.709926343,-0.805594497,-0.575590446,-0.795169382,-0.633401718,-1.370023998,-1.015317559,-0.410425005,-0.820052367,-0.671111197,-0.892965766
all-cc-2704,-0.233956267,-0.928406444,-0.709926343,-0.551891597,-0.660314429,-0.461491331,-0.456834863,0.698098125,-0.573614792,-0.325123965,-0.533190609,-0.671111197,-0.400543816
all-cc-2720,-1.490450905,-0.928406444,-0.709926343,-0.805594497,-0.575590446,-0.795169382,-0.633401718,-1.370023998,-1.015317559,-0.410425005,-0.820052367,-0.671111197,-0.892965766
all-cc-2746,-1.854214417,-0.928406444,-0.873722093,-0.890162131,-0.575590446,-0.919783716,-0.695817174,-1.370023998,-1.102263323,-0.495726044,-0.915672953,-0.671111197,-1.023712236
all-cc-2754,-1.18762552,-0.928406444,-0.709926343,-0.805594497,-0.745038411,-0.670555048,-0.621273961,-1.370023998,-1.017689875,-0.410425005,-0.86786266,1.675768677,-0.771158791
all-cc-2755,-0.701333041,0.291293904,-0.546130593,-0.805594497,-0.321418499,-0.766710745,-0.725945049,0.762726942,-0.600985498,-0.239822926,-0.533190609,-0.671111197,-0.814105063
all-cc-2758,-0.701333041,-0.590101893,-0.709926343,-0.721026864,-0.660314429,-0.604582754,-0.622576449,-0.275135815,-0.760227423,-0.410425005,-0.628811195,-0.671111197,-0.609664975
all-cc-2759,-0.406728708,-0.83799075,-0.709926343,-0.721026864,-0.660314429,-0.418211022,-0.469303194,-0.439369043,-0.637300592,-0.325123965,-0.509285463,0.50232874,-0.409233236
all-cc-2761,1.393777103,1.548525992,0.764235405,-0.213621063,-0.406142482,1.347120249,0.311387924,0.300382332,1.248402718,0.357284349,1.45093655,-0.671111197,1.474529537
all-cc-2762,-0.9282211,-0.886552111,-0.709926343,-0.721026864,-0.660314429,-0.728708404,-0.651510287,-0.129150724,-0.85879987,-0.410425005,-0.724431781,-0.671111197,-0.723007337
all-cc-2763,-0.076227387,0.377378637,-0.709926343,-0.129053429,-0.406142482,-0.16950158,-0.195898488,-0.594478202,-0.303971144,-0.410425005,-0.198518558,-0.671111197,-0.317255408
all-cc-2764,0.203207497,-0.928406444,-0.382334844,0.040081838,-0.151970535,-0.251412193,-0.350949917,1.254900236,-0.15487476,-0.410425005,-0.270233998,-0.671111197,-0.14762678
all-cc-2765,-0.233956267,-0.335748792,-0.546130593,-0.129053429,0.102201412,-0.461491331,-0.318968126,0.845821134,-0.310399055,-0.239822926,-0.294139144,-0.671111197,-0.522022926
all-cc-2766,0.387712914,-0.928406444,-0.382334844,0.040081838,-0.236694517,-0.219427818,-0.321363617,1.399782417,-0.127867315,-0.495726044,-0.246328851,-0.671111197,-0.130071494
all-cc-2767,-0.499710041,-0.528511936,0.109052406,-0.551891597,-0.745038411,-0.645010836,-0.572912354,0.698098125,-0.588917577,-0.751629162,-0.724431781,0.50232874,-0.649035712
all-cc-2768,-0.811229632,-0.16318188,-0.546130593,-0.721026864,-0.745038411,-0.66666085,-0.637401174,-0.206705304,-0.682341371,-0.666328122,-0.628811195,-0.671111197,-0.740277888
all-cc-2769,-0.153376842,-0.542703645,-0.709926343,-0.298188696,-0.321418499,-0.400125454,-0.443581031,0.886109227,-0.395821596,-0.239822926,-0.437570023,-0.671111197,-0.369929978
all-cc-2771,-1.332722024,-0.928406444,-0.709926343,-0.890162131,-0.660314429,-0.914591452,-0.765719419,0.181067594,-1.022673999,-0.410425005,-0.915672953,-0.671111197,-1.006297429
all-cc-2772,1.393777103,2.165959797,-0.218539094,-0.213621063,-0.321418499,1.347120249,0.311387924,0.360039701,1.286566888,0.442585388,1.522651989,-0.671111197,1.479023899
all-cc-2773,0.756784596,-0.928406444,0.109052406,0.124649472,-0.151970535,0.05477977,-0.163212287,1.458437141,0.302626964,-0.495726044,0.01662776,-0.671111197,0.279442194
all-cc-2774,-0.318284895,-0.928406444,0.272848156,-0.551891597,-0.575590446,-0.673098198,-0.62111115,1.07906799,-0.615445487,-0.666328122,-0.676621488,0.50232874,-0.670650126
all-cc-2775,-0.406728708,0.061316638,0.272848156,-0.467323963,-0.660314429,-0.583948086,-0.55845467,0.589249593,-0.65025458,-0.666328122,-0.628811195,0.50232874,-0.661868345
all-cc-2776,-0.076227387,-0.463277958,-0.054743344,-0.551891597,-0.660314429,-0.493369042,-0.542194338,0.886109227,-0.300842579,-0.666328122,-0.628811195,-0.671111197,0.056158304
all-cc-2777,-0.597719779,0.753703712,-0.546130593,-0.890162131,-0.151970535,-0.850553531,-0.820442117,0.956613391,-0.487592186,-0.154521887,-0.437570023,-0.671111197,-0.81394648
all-cc-2778,0.501045978,0.663081808,0.109052406,-0.044485795,-0.151970535,0.053443934,-0.131755589,0.231102807,0.39050999,-0.495726044,-0.007277386,-0.671111197,1.028172622
all-cc-2780,-1.332722024,-0.625817655,-1.037517843,-0.890162131,-0.745038411,-0.914591452,-0.729772221,0.181067594,-1.043840386,-0.751629162,-0.963483246,-0.671111197,-1.049887863
all-cc-2781,-0.9282211,-0.564874546,-0.709926343,-0.805594497,-0.745038411,-0.728708404,-0.651510287,-0.129150724,-0.868616016,-0.751629162,-0.748336927,-0.671111197,-0.86670252
all-cc-2782,-1.854214417,-0.928406444,-1.201313593,-0.890162131,-0.660314429,-0.919783716,-0.751522752,-1.370023998,-1.134270658,-0.666328122,-1.035198685,1.675768677,-1.041370266
all-cc-2783,-1.332722024,-0.928406444,-0.709926343,-0.805594497,-0.660314429,-0.732862215,-0.629032922,-1.370023998,-1.016503717,-0.410425005,-0.843957513,0.50232874,-0.927833706
all-cc-2784,-0.811229632,-0.928406444,-0.382334844,-0.721026864,-0.660314429,-0.66666085,-0.599543403,-0.206705304,-0.862422401,-0.581027083,-0.772242074,0.50232874,-0.805750223
all-cc-2786,-1.332722024,-0.928406444,-0.873722093,-0.890162131,-0.660314429,-0.914591452,-0.765719419,0.181067594,-1.012222553,-0.410425005,-0.915672953,0.50232874,-1.023704774
all-cc-2787,-1.854214417,-0.928406444,-0.873722093,-0.890162131,-0.660314429,-0.919783716,-0.695817174,-1.370023998,-1.125110582,-0.495726044,-0.963483246,-0.671111197,-1.032493926
all-cc-2788,-1.663223345,-0.928406444,-0.873722093,-0.974729764,-0.660314429,-1.038167334,-0.829273305,0.491285913,-1.091209276,-0.495726044,-0.963483246,-0.671111197,-1.032493926
all-cc-2789,-1.663223345,-0.928406444,-0.873722093,-0.974729764,-0.660314429,-1.038167334,-0.829273305,0.181067594,-1.090466124,-0.495726044,-0.963483246,-0.671111197,-1.032493926
all-cc-2790,-1.854214417,-0.928406444,-0.873722093,-0.890162131,-0.575590446,-0.919783716,-0.695817174,-1.370023998,-1.124814759,-0.581027083,-0.963483246,-0.671111197,-1.032493926
all-cc-2791,-1.854214417,-0.928406444,-0.873722093,-0.890162131,-0.575590446,-0.919783716,-0.695817174,-1.370023998,-1.124814759,-0.581027083,-0.963483246,-0.671111197,-1.032493926
all-cc-2792,-1.663223345,-0.928406444,-0.873722093,-0.974729764,-0.660314429,-1.038167334,-0.829273305,0.491285913,-1.091209276,-0.495726044,-0.963483246,-0.671111197,-1.032493926
all-cc-2793,-1.490450905,-0.928406444,-0.709926343,-0.974729764,-0.745038411,-0.976426595,-0.812767666,0.322075921,-1.025145495,-0.410425005,-0.891767806,-0.671111197,-0.971432076
all-cc-2794,-1.490450905,-0.928406444,-0.709926343,-0.974729764,-0.745038411,-0.976426595,-0.812767666,0.322075921,-1.025145495,-0.410425005,-0.891767806,-0.671111197,-0.971432076
all-cc-2795,-1.332722024,-0.928406444,-0.709926343,-0.890162131,-0.660314429,-0.914591452,-0.765719419,0.181067594,-0.9924768,-0.410425005,-0.843957513,-0.671111197,-0.906034232
all-cc-2796,-1.332722024,-0.928406444,-0.709926343,-0.890162131,-0.660314429,-0.914591452,-0.765719419,0.181067594,-1.00352036,-0.410425005,-0.86786266,-0.671111197,-0.901747177
all-cc-2797,-1.490450905,-0.928406444,-0.709926343,-0.805594497,-0.660314429,-0.795169382,-0.633401718,-1.370023998,-1.038164818,-0.410425005,-0.86786266,-0.671111197,-0.901747177
all-cc-2798,-1.490450905,-0.928406444,-0.709926343,-0.805594497,-0.575590446,-0.795169382,-0.633401718,-1.370023998,-1.037868995,-0.495726044,-0.86786266,-0.671111197,-0.901747177
all-cc-2800,-1.332722024,-0.928406444,-0.709926343,-0.805594497,-0.745038411,-0.732862215,-0.629032922,-1.370023998,-1.039350976,-0.410425005,-0.891767806,0.50232874,-0.840846761
all-cc-2801,-1.490450905,-0.928406444,-1.037517843,-0.805594497,-0.660314429,-0.795169382,-0.686398356,-1.370023998,-1.047324894,-0.581027083,-0.939578099,1.675768677,-0.814852089
all-cc-2802,-1.18762552,-0.928406444,-0.546130593,-0.721026864,-0.575590446,-0.670555048,-0.570008217,-1.370023998,-0.950923231,-0.410425005,-0.772242074,-0.671111197,-0.771000427
all-cc-2803,-0.9282211,-0.886552111,-0.709926343,-0.721026864,-0.660314429,-0.728708404,-0.651510287,-0.129150724,-0.85879987,-0.410425005,-0.724431781,-0.671111197,-0.723010055
all-cc-2804,-1.18762552,-0.928406444,-0.873722093,-0.721026864,-0.660314429,-0.670555048,-0.621273961,-1.370023998,-0.96037913,-0.495726044,-0.843957513,1.675768677,-0.68410534
all-cc-2806,-1.18762552,-0.928406444,-0.873722093,-0.721026864,-0.660314429,-0.670555048,-0.621273961,-1.370023998,-0.96037913,-0.495726044,-0.843957513,1.675768677,-0.68410534
all-cc-2807,-0.9282211,-0.928406444,-0.709926343,-0.63645923,-0.575590446,-0.545940714,-0.556149565,-1.370023998,-0.873137543,-0.495726044,-0.748336927,1.675768677,-0.55335859
all-cc-2808,-0.811229632,-0.928406444,-0.709926343,-0.721026864,-0.575590446,-0.66666085,-0.69994423,-0.400591753,-0.843577568,-0.410425005,-0.748336927,1.675768677,-0.55335859
all-cc-2809,-0.811229632,-0.928406444,-0.709926343,-0.805594497,-0.660314429,-0.66666085,-0.670626042,-0.206705304,-0.838045756,-0.410425005,-0.748336927,1.675768677,-0.55335859
all-cc-2811,-0.406728708,-0.928406444,-0.873722093,-0.551891597,-0.575590446,-0.583948086,-0.591402694,0.752522392,-0.661953129,-0.239822926,-0.557095755,-0.671111197,-0.45722662
all-cc-2824,0.203207497,-0.928406444,-0.709926343,-0.38275633,-0.575590446,-0.092306391,-0.36966453,0.123619758,-0.321843845,-0.069220847,-0.246328851,1.675768677,0.152655447
all-cc-2830,1.18026725,-0.928406444,-0.709926343,0.293784739,-0.321418499,0.813134366,0.105213543,0.560223317,0.541482869,0.613187467,0.638161569,-0.671111197,1.216294934
all-cc-2831,1.18026725,-0.928406444,-0.709926343,0.293784739,-0.406142482,0.813134366,0.137830254,0.491285913,0.547314826,0.613187467,0.638161569,-0.671111197,1.216294934
all-cc-2832,1.18026725,-0.928406444,-0.709926343,0.293784739,-0.406142482,0.813134366,0.137830254,0.491285913,0.547314826,0.613187467,0.638161569,-0.671111197,1.216294934
all-cc-2833,1.18026725,-0.928406444,-0.709926343,-0.213621063,-0.406142482,0.813134366,0.137830254,0.491285913,0.547314826,0.613187467,0.638161569,-0.671111197,1.216294934
all-cc-2834,1.290163841,-0.802725911,-0.709926343,0.209217105,-0.406142482,0.997149817,0.250767743,0.374954044,0.692035316,0.613187467,0.781592448,-0.671111197,1.395034918
